userId,movieId,rating,predicted,rating_binary_k_1,rating_q_k_1,rating_binary_k_2,rating_q_k_2,rating_binary_k_3,rating_q_k_3,rating_binary_k_4,rating_q_k_4,rating_binary_k_5,rating_q_k_5,rating_binary_k_6,rating_q_k_6,rating_binary_k_7,rating_q_k_7,rating_binary_k_8,rating_q_k_8,rating_binary_k_9,rating_q_k_9,rating_binary_k_10,rating_q_k_10
480,69,2.0,3.999875437067541,4.0,4.0,3.5,4.0,3.0,2.0,4.0,3.5,4.0,2.5,4.0,3.0,4.5,2.5,2.5,3.0,4.5,3.0,3.5,3.5
482,16,2.0,4.137457939908221,4.0,4.0,1.0,1.0,4.0,,3.0,,4.0,,4.0,,,,,,,,,
530,380,2.0,2.105725949049046,4.0,3.0,4.0,4.0,3.0,,3.0,,4.0,,5.0,,4.0,,5.0,,5.0,,3.0,
541,208,2.0,2.85316974155883,3.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0
561,44,2.0,3.7294436224551184,5.0,5.0,2.5,4.5,4.0,4.0,4.5,2.5,3.0,3.0,4.0,4.5,4.5,3.0,4.0,,2.5,,1.5,
580,327,2.0,3.452533836103696,4.5,3.5,3.0,4.0,4.5,2.0,4.0,5.0,1.5,4.5,4.0,5.0,5.0,5.0,3.0,2.5,5.0,4.0,4.0,4.0
600,377,2.0,2.148260067456011,4.5,2.0,2.5,3.0,1.0,1.0,2.5,3.0,2.0,2.0,2.5,2.5,3.0,4.0,2.5,3.5,2.0,2.0,2.5,3.0
18,374,2.5,4.024317557409844,4.5,4.0,4.5,4.5,2.5,4.5,4.0,3.5,4.0,5.0,4.5,4.5,4.5,2.5,4.0,4.0,5.0,2.5,3.5,4.0
21,586,2.5,3.974166631346687,3.5,2.5,4.5,3.5,5.0,1.0,3.0,5.0,2.5,3.0,3.5,3.0,4.0,,2.5,,3.0,,2.0,
63,480,2.5,3.2320151487049733,3.0,2.5,5.0,5.0,3.0,5.0,3.0,4.0,4.0,1.0,4.0,3.0,5.0,3.0,5.0,,5.0,,2.5,
64,160,2.5,3.307020808831364,5.0,3.0,4.5,4.0,4.5,3.5,5.0,3.5,4.0,3.0,4.0,4.0,2.5,4.5,2.0,4.0,4.0,5.0,4.0,3.5
68,1,2.5,3.7502052416595353,2.0,1.5,5.0,3.5,3.0,4.5,4.5,4.0,3.0,4.0,3.5,1.0,3.0,3.0,4.0,2.0,3.5,3.0,2.0,4.5
68,160,2.5,3.2891653586007297,3.5,3.5,3.0,1.5,3.0,2.0,4.0,4.5,4.5,3.5,3.5,3.5,3.0,4.0,3.5,3.0,2.0,3.5,3.0,4.0
68,317,2.5,2.662217482790424,3.0,3.5,2.0,3.5,3.5,4.5,5.0,3.5,2.5,3.0,3.0,3.0,4.5,4.0,4.0,3.5,3.5,2.0,4.0,1.5
111,34,2.5,3.644583280491805,4.5,4.0,3.5,3.5,4.5,4.5,3.5,3.5,3.0,4.0,4.0,,3.5,,4.0,,2.5,,0.5,
111,480,2.5,4.040918862927937,4.5,4.5,0.5,3.5,3.0,4.0,3.5,4.0,2.5,3.5,2.5,,4.0,,4.0,,4.0,,4.5,
112,329,2.5,2.109257506402611,1.5,5.0,0.5,4.0,3.5,2.5,0.5,5.0,0.5,3.5,1.5,0.5,4.0,2.0,1.5,0.5,0.5,0.5,2.0,4.0
182,377,2.5,2.4047604912189544,5.0,2.5,3.0,3.0,4.0,3.5,3.5,4.5,3.5,4.5,3.0,3.5,2.5,3.5,3.5,4.0,4.5,4.5,4.5,1.5
212,260,2.5,2.0646338742823653,3.5,,3.0,,3.5,,4.5,,3.0,,3.0,,3.5,,4.0,,,,,
264,151,2.5,3.796337087677238,4.0,4.0,3.0,3.0,2.5,4.0,4.5,2.5,3.5,,2.0,,4.0,,3.5,,4.0,,4.0,
298,231,2.5,2.1883149505545925,4.0,3.5,3.5,2.0,4.0,4.0,3.5,3.5,3.0,2.0,3.0,2.5,4.5,4.0,2.5,,4.0,,4.0,
307,10,2.5,3.674236788722992,2.5,2.5,3.5,3.0,4.5,4.0,1.5,2.0,4.0,3.5,4.5,4.5,3.0,2.0,3.0,2.0,4.5,4.5,3.5,2.0
307,594,2.5,2.264465724721026,4.5,3.0,2.5,4.5,1.5,2.0,4.5,4.5,4.0,3.5,4.5,4.0,3.0,3.5,4.5,3.5,3.0,2.5,4.0,4.5
387,348,2.5,2.527963887568408,4.5,2.5,4.0,3.5,3.5,2.5,4.5,1.0,3.5,4.5,2.5,3.5,4.0,2.5,2.5,4.5,4.0,2.5,1.0,2.5
387,500,2.5,3.619296672988808,4.0,1.0,4.0,4.5,3.5,2.5,2.5,3.5,4.5,2.5,3.5,3.5,2.5,4.5,3.5,3.5,4.0,2.5,3.0,2.5
387,588,2.5,2.9889355051146613,4.0,2.5,2.0,2.5,3.5,3.5,3.0,4.5,4.5,3.5,4.5,1.0,4.0,4.5,4.0,2.5,2.5,2.5,2.5,3.5
425,434,2.5,2.098666391568955,3.0,2.5,3.0,3.5,4.5,3.5,3.5,3.5,4.0,3.0,3.5,4.5,3.0,3.0,4.0,3.0,3.5,4.0,3.5,4.5
425,586,2.5,3.794062364381909,3.5,3.0,3.0,4.5,3.5,3.0,3.0,4.0,2.5,3.5,3.0,3.0,3.0,4.5,3.5,3.5,3.0,3.0,3.5,3.5
474,11,2.5,4.450075015130642,5.0,4.0,3.0,3.0,5.0,4.0,4.0,3.5,4.0,4.0,2.5,3.5,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.5
480,168,2.5,3.4383958546528848,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,2.5,5.0,3.5,2.5,3.5,5.0,4.5,4.0,3.5,5.0,3.0
480,380,2.5,2.104674439096841,4.0,4.0,3.0,4.0,4.0,3.0,1.0,3.5,2.5,3.0,5.0,2.0,1.0,3.0,4.0,2.5,4.5,2.5,3.0,4.5
539,374,2.5,3.454079435938583,4.0,,2.0,,3.5,,,,,,,,,,,,,,,
552,161,2.5,3.444835222449252,1.5,3.0,1.5,1.5,3.5,3.0,3.0,3.5,3.0,,2.5,,3.5,,4.0,,3.5,,4.0,
552,497,2.5,2.4759445297289053,3.0,1.5,4.0,3.0,3.0,3.5,4.0,3.0,4.0,,1.5,,2.5,,3.5,,3.5,,4.0,
580,231,2.5,2.425499626901792,4.5,2.5,5.0,4.0,5.0,4.0,3.0,5.0,2.5,3.5,5.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0
583,593,2.5,2.876443050406122,4.0,3.0,4.0,,3.0,,4.0,,3.5,,2.0,,,,,,,,,
593,231,2.5,2.2552477143955656,4.5,4.0,2.0,4.5,4.0,3.0,3.0,4.0,3.5,,4.0,,2.5,,3.5,,3.5,,4.5,
599,376,2.5,3.022130154928301,3.0,1.5,1.5,3.5,2.0,3.0,3.0,2.5,3.0,2.5,3.0,5.0,2.5,2.5,5.0,1.0,3.5,2.5,1.5,2.5
599,553,2.5,2.509980326501986,1.0,3.0,2.0,1.5,3.5,3.0,2.5,3.5,2.5,2.5,2.5,2.5,2.0,3.5,3.0,3.5,2.0,3.0,2.5,1.5
606,382,2.5,3.3028756981885894,3.5,3.5,2.5,4.0,4.5,4.5,3.5,3.5,2.5,3.5,4.5,4.0,3.5,3.0,4.0,2.5,3.5,3.5,2.5,3.0
608,160,2.5,2.145534269383228,4.5,2.5,2.0,4.5,3.0,2.0,4.0,4.5,3.0,3.5,4.5,3.0,4.5,3.0,3.0,2.5,3.5,3.0,2.0,3.0
6,592,3.0,2.9395980216929107,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,1.0,3.0,3.0,2.0,4.0,4.0,5.0
8,457,3.0,2.402594620280775,3.0,5.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,
14,39,3.0,3.5615009616201,4.0,3.0,4.0,2.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,,2.0,,3.0,,5.0,
31,17,3.0,3.8111280887256247,4.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,,5.0,,2.0,,5.0,,,,,
38,39,3.0,3.705883361173272,5.0,3.0,5.0,3.0,4.0,5.0,2.0,5.0,3.0,1.0,5.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,1.0,3.0
91,315,3.0,2.236521418867933,4.5,1.5,4.0,4.5,4.5,3.5,3.5,2.0,3.5,3.0,4.5,3.5,4.0,2.0,2.5,4.0,3.0,4.5,2.0,2.0
109,500,3.0,3.743566577641303,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0
117,454,3.0,3.552256579209664,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0
121,454,3.0,3.0440091849474347,5.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,1.0,4.0,3.0,3.0,4.0
130,380,3.0,2.3947171563060508,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,,3.0,,4.0,,3.0,,4.0,
132,175,3.0,2.684148160522611,4.0,3.0,3.0,4.0,3.5,2.5,2.0,3.0,3.0,2.5,4.5,1.5,2.5,2.0,3.0,4.0,4.5,2.0,3.5,
135,393,3.0,3.707144694858929,4.0,5.0,4.0,1.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,,5.0,,1.0,
144,34,3.0,4.023974420175335,3.0,3.0,3.5,4.5,4.0,4.0,5.0,4.5,3.5,3.5,4.5,4.0,3.0,4.5,3.0,3.0,4.5,3.0,3.5,
174,50,3.0,3.8557557900457295,3.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,5.0,3.0,3.0,3.0
217,594,3.0,2.8775466842611808,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0
229,509,3.0,4.496513055542797,5.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0
265,253,3.0,3.6487974988764287,4.0,1.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,,4.0,,1.0,,2.0,,3.0,
290,188,3.0,2.1523931074634026,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,,4.0,,4.0,
373,344,3.0,2.255644633091452,4.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,5.0,1.0,2.0,2.0,5.0,4.0,3.0,2.0,5.0,4.0,3.0,5.0
379,592,3.0,3.3020750105976377,2.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,5.0,2.0,,5.0,
385,50,3.0,3.3900748648583936,4.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,1.0,3.0,2.0,5.0,4.0,3.0
391,349,3.0,1.897763433270096,2.0,3.0,3.0,5.0,5.0,4.0,4.0,1.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,
395,158,3.0,3.4096423854961007,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,,3.0,,3.0,
395,317,3.0,2.4688894462504827,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,4.0,,3.0,
401,588,3.0,2.120346572695996,3.5,2.0,2.0,,3.5,,,,,,,,,,,,,,,
410,593,3.0,3.9303662897530014,3.0,3.0,3.0,3.0,5.0,,3.0,,4.0,,2.0,,3.0,,4.0,,4.0,,,
437,225,3.0,2.9353908716301453,5.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0
448,104,3.0,2.889268306226433,5.0,4.0,2.0,2.0,3.0,2.0,5.0,5.0,4.0,3.5,4.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0
470,95,3.0,4.128765880645622,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0
524,21,3.0,4.303461687994373,3.0,5.0,3.0,5.0,2.0,2.0,5.0,2.0,4.0,3.0,1.0,2.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0
559,145,3.0,4.153110465450116,2.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0
602,315,3.0,2.953193301851875,3.0,1.0,3.0,5.0,3.0,2.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0
604,292,3.0,3.4360063664879203,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0
607,25,3.0,4.336375954381041,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,,5.0,,5.0,
12,357,3.5,3.519847169532272,5.0,4.0,4.5,,4.0,,,,,,,,,,,,,,,
18,1,3.5,3.8091979410277066,4.0,4.0,4.0,2.5,5.0,3.5,4.5,2.5,2.5,4.0,4.0,5.0,2.5,4.5,3.0,4.0,4.0,4.5,2.5,4.5
18,145,3.5,4.239893955115486,4.5,4.0,2.5,4.5,5.0,5.0,2.5,2.5,4.0,3.5,4.0,4.5,2.5,4.0,3.0,4.0,4.0,2.5,4.0,4.5
18,500,3.5,3.598634964156252,4.0,4.5,4.5,4.0,2.5,4.5,4.0,2.5,4.5,3.5,3.0,5.0,4.0,4.5,3.5,4.0,2.5,2.5,5.0,4.0
29,296,3.5,3.460921549170467,4.5,3.5,3.5,,4.5,,4.0,,,,,,,,,,,,,
64,344,3.5,3.2939814981796243,5.0,4.0,4.0,3.5,3.5,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.5,3.0,3.5,4.5,3.5,4.5,5.0
68,231,3.5,2.7479090677441267,3.5,1.0,3.0,3.0,3.0,1.5,3.5,4.0,4.0,3.5,4.5,4.5,4.5,4.0,3.5,3.5,3.0,3.5,2.0,3.0
91,553,3.5,2.1039282692871533,5.0,4.0,4.5,2.0,3.0,4.0,4.0,4.5,3.5,3.5,4.5,4.5,3.5,3.0,3.0,4.0,2.0,2.0,2.0,2.0
129,541,3.5,2.431275040583821,4.0,3.5,3.5,3.5,3.5,,4.0,,3.5,,3.5,,4.0,,3.5,,3.5,,3.5,
144,377,3.5,2.3459603729819407,3.0,4.5,4.0,4.0,3.0,4.5,4.5,3.5,3.5,3.0,4.0,4.0,4.0,4.5,2.0,3.0,3.0,3.0,4.5,
144,592,3.5,3.117192098317211,4.5,3.0,4.0,3.5,3.0,3.0,3.5,4.5,4.0,4.5,3.0,4.5,4.5,3.0,4.0,4.0,3.0,4.0,4.5,
156,370,3.5,3.4410287892233065,4.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,3.5
156,376,3.5,3.341951073210176,4.0,4.0,1.0,3.5,3.0,4.0,4.0,4.0,3.0,4.0,4.5,1.0,4.0,3.0,4.0,4.0,4.0,4.0,3.5,5.0
222,508,3.5,2.3782214796613097,3.0,4.0,2.5,3.0,3.5,3.5,4.0,2.5,3.0,4.0,4.0,,3.5,,4.0,,4.0,,2.5,
227,110,3.5,3.855843533463408,3.5,3.5,4.0,4.0,4.0,5.0,4.0,,5.0,,3.5,,3.0,,4.0,,4.0,,5.0,
230,586,3.5,3.2969068127399805,3.0,3.0,3.0,2.0,0.5,3.0,3.0,3.5,3.0,,2.0,,2.0,,3.0,,4.0,,3.0,
239,587,3.5,3.831226360532646,4.5,4.0,4.5,4.0,3.5,3.5,4.0,3.5,4.5,3.5,3.5,5.0,4.5,4.5,4.0,4.5,3.5,5.0,5.0,4.5
288,111,3.5,2.8615199729512684,5.0,3.5,1.0,4.0,2.0,5.0,3.5,1.0,3.0,4.0,4.5,4.5,3.0,4.0,4.0,3.0,3.5,3.5,3.0,2.0
288,337,3.5,2.0438456110406915,5.0,4.0,2.0,3.5,4.0,3.0,4.5,3.0,3.0,3.0,5.0,2.0,3.0,5.0,4.0,3.5,2.0,4.0,5.0,4.0
354,10,3.5,3.9818569305738105,4.0,4.5,4.0,3.5,4.5,4.5,4.0,4.0,4.0,4.0,3.5,4.0,4.5,,3.5,,4.0,,4.0,
356,50,3.5,4.031988772460287,3.0,3.0,4.5,3.5,4.5,3.0,2.5,4.5,4.5,,3.0,,4.0,,4.0,,4.5,,3.5,
401,1,3.5,3.09774042039588,2.0,2.0,3.5,,3.5,,,,,,,,,,,,,,,
434,10,3.5,4.038754163715108,5.0,3.0,4.0,4.5,3.0,4.0,4.0,3.0,5.0,2.5,5.0,5.0,2.5,5.0,2.5,4.0,3.0,,2.0,
438,223,3.5,3.561374579756765,3.0,5.0,3.5,4.0,3.5,3.0,4.0,3.0,4.0,4.0,4.5,3.5,4.0,4.0,3.5,3.0,5.0,3.5,3.5,3.0
454,111,3.5,2.6342174531681213,3.0,3.0,4.0,,,,,,,,,,,,,,,,,
480,50,3.5,3.5672452406320665,2.5,2.5,3.0,4.0,4.0,5.0,3.0,2.5,4.0,5.0,4.0,3.5,5.0,4.0,5.0,3.5,3.0,3.0,5.0,3.0
480,246,3.5,3.44400124811044,4.0,4.0,1.0,4.0,2.0,2.5,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.5,5.0,3.0,2.5,3.5,2.5,2.5
490,1,3.5,3.0056441811871983,4.0,,2.5,,3.5,,2.0,,4.0,,1.5,,,,,,,,,
522,480,3.5,3.614567877553639,3.0,3.0,4.5,4.0,5.0,4.5,5.0,4.5,4.5,3.0,4.0,,4.0,,1.0,,3.0,,5.0,
570,34,3.5,3.619981046881552,4.0,2.5,4.0,3.5,4.0,4.0,3.5,3.5,3.0,3.0,3.0,4.0,3.5,2.5,2.5,4.0,3.5,3.0,3.0,3.0
570,508,3.5,2.545117917697945,3.5,3.0,4.0,3.0,3.5,3.5,3.5,3.0,4.0,2.5,3.5,4.0,2.5,2.5,2.5,4.0,3.5,3.5,4.0,4.0
599,594,3.5,2.345356065179674,3.0,5.0,3.0,3.5,2.5,2.5,1.5,2.5,1.0,3.5,4.0,3.5,2.5,3.5,2.5,3.0,2.0,3.5,1.5,1.5
606,36,3.5,3.6876914432645234,3.5,3.5,3.5,3.0,4.5,3.5,2.5,2.5,2.5,2.5,3.5,4.5,4.5,4.0,3.5,4.0,2.5,4.0,4.0,3.5
608,553,3.5,1.5173292787365764,3.0,4.5,0.5,3.5,2.0,2.5,3.5,4.0,4.5,4.5,3.0,2.0,2.5,3.0,4.0,4.5,2.5,2.5,4.5,3.0
20,34,4.0,5.489232609516956,3.0,5.0,5.0,3.0,5.0,,4.5,,5.0,,3.0,,5.0,,,,,,,
42,383,4.0,3.820031747276209,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,2.0,4.0,5.0,2.0,5.0,5.0
42,527,4.0,3.0829645087647,5.0,4.0,5.0,5.0,3.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,5.0,5.0,4.0
86,590,4.0,4.246197442008733,4.0,4.0,4.5,,4.0,,4.0,,4.5,,4.0,,3.0,,4.0,,,,,
126,329,4.0,3.516055179656299,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,1.0,4.0,4.0,,3.0,,3.0,,1.0,
134,454,4.0,3.1392658238242763,3.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,,4.0,,3.0,
165,110,4.0,3.790977036830677,4.0,,3.0,,4.0,,4.0,,,,,,,,,,,,,
191,21,4.0,4.4274026536476665,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,5.0,5.0,3.0,1.0,4.0,3.0,4.0,5.0,1.0
226,10,4.0,4.125251271110109,4.5,3.0,2.0,2.0,5.0,3.0,5.0,3.5,4.5,4.5,3.5,3.5,4.0,2.5,2.0,5.0,5.0,4.5,3.0,4.0
243,153,4.0,3.99709199172584,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,,3.0,,3.0,
274,19,4.0,3.938366031157086,4.5,4.0,3.5,4.0,4.0,3.5,3.5,4.5,4.0,4.0,2.0,4.0,4.5,3.5,3.0,3.5,3.0,3.5,3.0,2.0
275,318,4.0,3.4126172457872443,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0
282,500,4.0,3.6640259284370686,4.0,3.5,4.5,4.5,4.0,4.5,3.5,4.0,3.5,4.5,4.5,4.0,3.5,,4.0,,4.5,,1.0,
304,349,4.0,1.6344543137207797,4.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,1.0,5.0,1.0,4.0,3.0
314,110,4.0,3.478363847223947,5.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0
372,541,4.0,2.685097293301632,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0
380,110,4.0,3.9353968331869815,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0
404,480,4.0,3.227094233348531,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0
414,261,4.0,2.6460805198444173,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0
446,95,4.0,3.3065923459085784,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0
453,260,4.0,3.1882496856244065,5.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0
455,349,4.0,2.1615763040361142,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,
462,562,4.0,2.393056271869819,3.5,4.0,5.0,1.5,1.5,4.0,3.0,3.0,4.0,3.5,3.5,3.5,2.5,4.0,4.0,3.5,3.0,5.0,4.0,3.0
470,377,4.0,2.761097874277296,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0
490,593,4.0,2.6538584781336123,3.5,,2.0,,1.5,,4.0,,4.0,,2.5,,,,,,,,,
524,485,4.0,2.779250408655092,3.0,5.0,5.0,4.0,2.0,3.0,3.0,4.0,1.0,3.0,4.0,5.0,5.0,3.0,1.0,4.0,3.0,5.0,5.0,2.0
526,318,4.0,2.3190666915353906,4.0,,5.0,,,,,,,,,,,,,,,,,
532,593,4.0,3.9782883039101367,5.0,5.0,4.0,4.0,4.0,,4.0,,5.0,,4.0,,5.0,,,,,,,
534,519,4.0,4.479433335377673,4.0,3.5,4.5,4.0,4.0,4.0,3.5,4.0,4.5,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,4.5,
555,231,4.0,2.7478122756628074,3.0,5.0,5.0,3.0,4.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0
574,150,4.0,4.193387676224554,5.0,5.0,4.0,3.0,5.0,4.0,3.0,,5.0,,5.0,,5.0,,4.0,,3.0,,4.0,
604,14,4.0,3.364751651484848,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0
604,328,4.0,2.8972007886117,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0
608,110,4.0,2.987904746012608,4.0,4.5,4.5,3.0,3.5,3.5,0.5,4.5,4.5,0.5,3.0,2.5,3.5,4.0,3.5,3.0,2.5,2.5,4.0,2.5
21,356,4.5,3.42165941632685,3.5,3.0,3.5,3.5,5.0,1.0,4.0,3.0,2.0,5.0,4.0,2.5,3.5,,3.0,,3.0,,2.5,
68,10,4.5,3.1827290557367705,2.0,1.5,5.0,4.0,3.0,2.0,4.5,3.5,3.0,4.0,3.5,3.0,3.0,1.0,4.0,3.0,3.5,3.0,2.0,4.5
72,593,4.5,3.1606676512004404,4.0,4.0,4.5,4.5,5.0,4.5,3.5,4.5,4.0,,4.0,,4.5,,4.5,,4.5,,3.5,
112,16,4.5,3.7460747086449335,4.0,2.0,1.5,0.5,3.5,1.5,2.5,4.0,0.5,0.5,1.5,3.5,0.5,4.0,4.0,1.5,1.5,0.5,0.5,5.0
112,253,4.5,2.779242353898137,5.0,5.0,5.0,3.5,3.5,2.5,1.5,5.0,0.5,0.5,2.0,4.0,2.5,2.0,4.0,0.5,3.5,0.5,4.0,4.0
123,47,4.5,3.347319561387866,4.0,,4.5,,4.0,,4.0,,,,,,,,,,,,,
144,253,4.5,3.1758576360687805,3.0,4.5,2.0,3.5,4.5,3.0,4.0,4.5,3.0,3.0,4.0,4.5,4.0,3.0,3.0,4.0,3.0,4.0,3.0,
211,260,4.5,2.792267348421477,4.5,4.0,5.0,,4.0,,4.5,,,,,,,,,,,,,
249,111,4.5,4.005810215061987,4.5,4.0,3.5,3.5,5.0,4.0,3.0,3.5,4.5,4.0,3.5,4.0,4.0,3.0,3.5,2.5,3.0,5.0,4.0,3.5
274,16,4.5,4.4742689527761295,3.5,4.0,4.0,3.5,3.5,3.5,4.5,3.5,3.5,2.5,2.5,4.0,3.5,4.0,4.0,3.0,4.5,4.5,3.5,4.0
307,553,4.5,2.096477522661217,1.5,4.5,3.5,4.5,4.5,2.5,4.0,4.0,3.0,4.0,2.5,3.0,2.0,3.5,3.5,2.0,4.0,3.0,1.5,4.5
318,296,4.5,3.423439011379715,4.0,3.5,3.5,3.0,4.5,3.0,3.0,3.5,3.5,4.0,4.0,3.5,4.0,,3.5,,4.5,,4.5,
332,318,4.5,2.856807540396662,4.0,4.0,3.5,3.5,4.0,4.0,2.5,3.5,4.0,4.0,4.0,4.0,4.0,,4.5,,3.5,,2.0,
338,296,4.5,3.3112097455449017,5.0,4.5,4.5,,4.0,,5.0,,,,,,,,,,,,,
343,296,4.5,3.016043936468722,4.5,4.5,4.5,,3.0,,4.5,,4.5,,5.0,,,,,,,,,
